j,dist
55133,1.3380444977034185
1086,1.3380446689477223
37252,1.338059754239787
49602,1.338061257614203
43763,1.3380685282122233
63489,1.338069665258134
64205,1.3380708970365023
21062,1.3380727896440145
35437,1.3381039381624014
35749,1.3381072776070282
10360,1.338107825151965
11494,1.338118806220381
8835,1.338119917253325
56257,1.3381205313594644
55629,1.3381342896658677
14041,1.3381379515090326
53936,1.3381380240875398
10361,1.3381394280421715
14040,1.3381485245907752
31905,1.3381526544381008
13298,1.3381558349149727
58933,1.3381568473962926
27015,1.338159417190014
55870,1.3381663944925084
38489,1.3381677451985412
13900,1.3381723535495678
22948,1.3381900514392466
45091,1.3381978231933354
29657,1.3382265586539808
63983,1.3382273759140826
58139,1.3382320014432014
9721,1.338241190180948
56265,1.3382511013130491
4047,1.33825649257493
12005,1.3382617901005152
31237,1.3382704926864966
59221,1.3382716958453846
48617,1.3382806217310284
56660,1.3382855688309006
1019,1.338287071148255
44781,1.338290024354405
68877,1.3382934242641704
47475,1.3383038549408555
51489,1.338317094642755
13292,1.3383197545459695
41833,1.3383242989554363
1087,1.3383309974933275
2218,1.3383327160953118
15819,1.3383378366540315
19884,1.3383430992529075
61809,1.3383605238192555
3335,1.3383606451061913
11811,1.3383645796416643
14573,1.3383651451197214
55132,1.3383669227914292
41036,1.3383689352219905
2269,1.3383700364757194
41886,1.3383721604021601
57608,1.3383821557085525
63488,1.3383822289057206
72930,1.3383858212853983
59220,1.3383937955668606
34094,1.338402022061538
68431,1.338402228263729
47414,1.3384106576888217
34254,1.3384132858526077
58138,1.338415634182734
1018,1.3384184211938017
43652,1.3384186872997172
63747,1.3384370003041182
64836,1.3384386427651553
13901,1.3384567232482385
61518,1.338466550243098
49146,1.3384694210540837
66360,1.33848370279506
66124,1.3384839120194059
47764,1.3384913592791214
62713,1.338509675620807
2439,1.3385208396335744
13299,1.3385275237241867
63194,1.3385284090720555
66520,1.3385451707974438
49854,1.3385463366969625
32390,1.3385580426617698
60141,1.3385623436998244
20877,1.3385705636948704
3561,1.3385735850694653
3560,1.3385866855915478
50747,1.3385890255412118
60140,1.338591522836369
13293,1.3386078356723108
26663,1.3386184543411113
45692,1.3386212242885924
66361,1.3386275188190002
47765,1.3386493444680831
22141,1.3386572472765725
28627,1.3386586831611988
27824,1.3386830007733264
24292,1.3386903644086554
18364,1.338692108877951
18584,1.33869805489898
56661,1.3387113159458817
20751,1.3387155552446897
18668,1.3387180601070363
41887,1.3387195315654186
68876,1.3387222212233156
48369,1.3387246643322426
4244,1.3387313668290126
61808,1.338744718156727
64837,1.3387533083441572
70468,1.338761650773125
8671,1.3387890285006594
64369,1.3388088285792514
2572,1.3388149290497255
27752,1.3388213886085483
56505,1.3388231570370717
45868,1.3388256770019844
34426,1.3388263113869432
26662,1.3388309888652619
71072,1.3388353153829726
34654,1.3388385806503955
1796,1.3388531816662064
63614,1.338864960544389
4058,1.3388740757207072
15007,1.3388805991902302
10317,1.3388834940449397
63491,1.3388919478178727
39141,1.338899949138382
71834,1.338906608301525
18365,1.3389144956068504
19056,1.338915023730617
41673,1.3389160732107637
30075,1.3389170582423489
18585,1.3389316653201595
2556,1.3389380594476334
56965,1.3389401143979873
34427,1.338946594309244
28626,1.338961022342628
49855,1.3389615990251709
22140,1.3389669461198366
18976,1.3390013576526811
45869,1.3390068739869425
24921,1.3390119913831469
14171,1.3390154834788395
2268,1.3390187885687819
66521,1.3390203210504705
22830,1.3390242650953554
27073,1.3390254812866704
32728,1.339037648233725
23960,1.3390412082248286
2703,1.3390473935256253
15356,1.3390507668200806
15662,1.3390670494077206
60842,1.3390711027603024
31904,1.339083757730946
15006,1.3390877755503852
2573,1.3390951854402688
15236,1.3390960524247724
34655,1.3390974721512836
28136,1.339112529157764
60814,1.3391131791752906
3063,1.3391233332075434
43735,1.3391275600335781
15237,1.3391291116068125
43734,1.339133056870202
17414,1.3391430418385062
60879,1.33915253434335
2438,1.3391545596224266
19940,1.339163667594651
56964,1.3391667880847302
58362,1.3391672508385484
62073,1.3391718482903963
48368,1.3391758260981985
27178,1.3391863456818747
1797,1.3391905549355956
27179,1.3392007977745217
63490,1.3392038547294363
22831,1.3392069586602307
35779,1.3392074432217875
44780,1.339212581195672
15357,1.3392128819503921
63949,1.3392156531417263
3730,1.339224952744132
28762,1.3392270163750442
17415,1.3392471643989987
17947,1.3392504605156472
33284,1.339253116465839
17903,1.3392544609306682
48948,1.3392590994503148
24293,1.3392601744486425
12658,1.3392633947395256
18071,1.3392697595734395
9720,1.3392702607195974
45693,1.3392872038143657
1851,1.3392882311244585
8590,1.3392989395840356
22949,1.3393128634926783
27072,1.3393137226414582
54434,1.3393139266175091
54435,1.3393166134285341
69419,1.339328973000784
3062,1.3393389931375497
65695,1.339340368670625
14314,1.3393421733926443
64985,1.3393599162287588
44087,1.339366960285221
62072,1.3393711869582658
2702,1.3393726571832292
12659,1.3393898594799984
32729,1.3394077266378006
46062,1.3394151589832082
26409,1.3394172693955477
18160,1.339438176426793
38761,1.339459871073602
31236,1.3394778036180808
58363,1.3394785309550223
28137,1.3394924040374618
17902,1.339509213294609
27818,1.339512741933502
64933,1.3395183700324325
43762,1.3395230810920293
68105,1.3395337909540108
51550,1.3395341625512058
51202,1.339537472741095
14315,1.3395436926945723
64684,1.3395519234906303
71209,1.339555531247056
63982,1.3395616092266054
71835,1.339569627884142
18161,1.3395727564251119
49306,1.3395788157093893
14822,1.3395848151050025
16859,1.339593600124116
54836,1.3396053241950618
64536,1.3396072548866769
63769,1.339621757390475
47784,1.3396246228287458
57649,1.3396249615078333
69424,1.3396255086876643
63948,1.3396290484711744
37053,1.33963005954032
64685,1.3396309287359298
64537,1.3396390341974993
250,1.3396517464727364
37426,1.3396520253113209
64368,1.3396798276465653
26267,1.3396841394457055
60843,1.3396944664305943
8591,1.3397011490162574
38760,1.3397024398376325
43606,1.3397075334019255
18977,1.3397084664162853
69425,1.3397245720769104
34113,1.339764726546477
60878,1.3397650219120358
8670,1.3397662856846442
11214,1.3397840768319225
49307,1.3397849111235571
72790,1.339784992980524
17422,1.3397852346508305
4059,1.3397860133118038
58333,1.339787343234169
25212,1.3398028799846549
26944,1.3398058309938021
44619,1.3398173044254336
34252,1.3398403896119395
9065,1.339842071825941
58039,1.339857563959202
30373,1.3398749012435398
4676,1.3398980418912696
29011,1.3399088920575715
43607,1.3399220445568805
58038,1.3399239010753483
47785,1.3399260566915547
17946,1.3399366645172417
23663,1.3399447170330645
51203,1.3399662975714817
22956,1.339969391376855
43533,1.3399731662907215
40628,1.339983645823468
56647,1.3399889896362636
4245,1.3399958151472366
36185,1.3399975239064994
48741,1.339999274981544
37443,1.3400057759856934
46703,1.3400089755708442
9064,1.3400122624363142
16200,1.3400216120492876
4306,1.3400229831096502
55998,1.3400313692023582
14556,1.3400347357150926
51872,1.3400350810265014
18070,1.3400357783522654
10316,1.340038669317115
18558,1.3400431440494962
37442,1.3400488701523643
51877,1.340059247460547
39620,1.3400607206710493
69418,1.3400626756056977
51551,1.340088221656751
27196,1.3400882450922469
68878,1.3400899525173657
37266,1.3400994192129467
44618,1.3401083875400457
26408,1.3401209538699987
43532,1.340123671446791
27453,1.3401316432143744
32470,1.3401496589251196
37427,1.340172571295202
68104,1.3401852797108513
51791,1.3401858543280623
69325,1.3402117316260413
47816,1.3402324968082104
63768,1.340237743205611
37052,1.3402512509770157
18938,1.3402560211560068
27452,1.3402617846497815
41130,1.3402706941913645
20565,1.340273610973191
19380,1.3402739606446519
14170,1.3402783344719782
29010,1.3402985169315162
44738,1.3403027110539991
50197,1.340306601217952
25213,1.340322559285012
57648,1.3403319811820327
41131,1.3403418873971555
56040,1.3403508077550357
9208,1.3403524827850426
26266,1.3403538886682325
28316,1.3403552860581032
47817,1.3403560319812782
70230,1.3403614339968695
68879,1.3403733539120106
46071,1.340383763011441
251,1.3403901695171299
34705,1.3403926917469196
53790,1.3403946347717062
30562,1.3403966492832085
20564,1.340400647486383
65694,1.3404042760864925
66310,1.3404048156632025
66228,1.3404365073637279
617,1.34043842202331
9209,1.3404541338370968
64932,1.3404585923648218
45699,1.3404656196716291
27560,1.3404667692155021
61331,1.340479752058106
66229,1.340485193069041
30563,1.340491345006054
53791,1.3404938372645094
34253,1.3405085841817064
47889,1.34053332925139
48697,1.3405378394481244
64834,1.340540295043042
1899,1.3405477777359092
56646,1.3405521095727448
23662,1.3405538113602817
32471,1.3405588354720024
43591,1.3405605826294158
51790,1.3405635500616768
1850,1.3405717438004012
67899,1.3405719128123426
56424,1.340573437663056
16858,1.3405822948817916
14823,1.3405870274480827
42314,1.340588803602465
46070,1.3405916461564211
11454,1.3405918069638185
11215,1.3406012644818381
19656,1.3406018328034357
24935,1.340633490230265
25470,1.3406472843149775
10437,1.3406563296583909
69324,1.3406706644573994
47944,1.3406711812373262
19657,1.3406718020413393
66191,1.3406726585819333
63562,1.3406728382897934
48795,1.3406754351340238
23985,1.340680466193289
71143,1.3406871462905423
58781,1.3406912507844377
51682,1.3406973397731725
37430,1.340699873599756
55999,1.3407042882156301
63981,1.3407073053876477
6430,1.3407084245579406
11455,1.3407117074760533
23984,1.3407156766407464
70458,1.3407168252913342
55933,1.3407297987956988
14068,1.340730743174453
60705,1.340731030022044
6951,1.3407342341965969
60890,1.3407406939716304
10744,1.3407562771006551
57186,1.340756533433482
59940,1.3407662118077623
48696,1.3407662274663386
67898,1.3407677342237232
616,1.3407742974124714
4677,1.34079461473949
1394,1.340808917210418
35622,1.3408157597023824
30372,1.340826297577254
24916,1.34082747145183
37211,1.3408299208789636
39118,1.3408306315912757
60891,1.3408381554724669
30816,1.3408461628320119
6431,1.3408546686204184
37431,1.3408596830661268
60281,1.3408636893204107
53042,1.3408700374825095
18570,1.3408734320359108
13760,1.3408914546867343
11803,1.340893163209304
26399,1.3408981542100153
43590,1.3409082908269274
64335,1.340912149033894
70231,1.340944024478691
10404,1.340951324941315
56423,1.340961839723453
60752,1.340964292573578
16201,1.3409912282760788
24917,1.3409945936869656
58810,1.340999040749996
44679,1.3410032747154792
6950,1.3410052500496739
42140,1.3410096226924135
64835,1.3410292240780755
63563,1.341031153311681
52722,1.3410339164047254
2216,1.3410387429399342
14193,1.3410432669025407
50613,1.341048768723723
68015,1.3410522636287143
62460,1.3410565443256521
10978,1.3410609909026203
15234,1.3410627448668957
23666,1.3410643110886682
17817,1.3410678924915136
10795,1.3410698047697558
32445,1.3410900923034625
15235,1.3410956524552402
44969,1.3411010544939739
16429,1.3411131263093943
50612,1.3411244839987915
53940,1.3411246918868058
44683,1.3411307544319004
18790,1.3411427337729502
41151,1.341143704619817
17392,1.3411473809361831
11802,1.34114816691646
22957,1.3411495770866904
17816,1.3411539401482562
20422,1.3411630241935821
28317,1.341167984497776
52723,1.3411719813159535
37724,1.3411727974758179
68920,1.3411753408005862
44089,1.3411835226486721
54846,1.3411873000397592
65067,1.3411897087261797
44707,1.3411908148239184
66635,1.3411963334975723
37210,1.3412012559248971
3172,1.3412060235666006
58811,1.3412073605069097
37725,1.3412337330388608
10436,1.3412345588428507
64128,1.341249232069846
5437,1.3412621782635499
54847,1.3412626879248006
64129,1.3412641848621754
15499,1.3412718609576888
65761,1.3412771332442888
15258,1.3412783372250021
19381,1.3412818271029332
56441,1.3412823224571255
48740,1.3412840749666444
28336,1.3412982292807798
5436,1.3412996494149079
69669,1.34131122885021
65066,1.3413119648699552
60704,1.3413189893584725
18786,1.3413193242632158
44968,1.3413306348628218
16428,1.3413420280228812
457,1.341357370800645
57000,1.3413630786444692
18787,1.3413839858946628
18939,1.3413840925526614
42259,1.341385851939291
47888,1.341386967492344
60280,1.3413906782496121
53043,1.3413991197897976
6029,1.3414015493159948
71142,1.3414044312840088
9095,1.341405939321305
23980,1.3414092665001756
68323,1.3414132241880201
22000,1.341420065970631
51247,1.3414258513816606
20530,1.34145790961982
68322,1.3414579188924187
30817,1.3414661967387531
10925,1.341468391289208
34032,1.3414727710871974
60753,1.3414734119607552
56440,1.34147877208054
26398,1.3414856990056199
3792,1.341493304203308
10979,1.3414959347218092
60575,1.3414970563995026
44088,1.3414985264529908
66177,1.3415076209650638
29092,1.341523238547967
28560,1.3415239889474737
54132,1.3415264098389739
10405,1.3415265938888639
27561,1.3415265987638492
65760,1.3415360224552388
31519,1.3415427440640293
58780,1.341554700871274
56041,1.3415598920239633
32451,1.341567032331028
18791,1.3415683060944072
66176,1.3415745277287523
42141,1.3415812705525392
38436,1.3415861908452182
68014,1.3415933366987156
33501,1.3416003037374085
42258,1.3416147534941134
52117,1.341626087216411
9207,1.34163472066168
65996,1.3416501508979417
3793,1.3416549041965067
46017,1.3416572976982726
53941,1.3416629269957157
4649,1.341669733871909
66634,1.3416705725968296
11203,1.3416716349507698
72100,1.3416732618772955
34687,1.3416846734814218
12477,1.341687364402133
36757,1.341691124258213
52116,1.3416927903002145
2217,1.3417028347289512
18744,1.34171233562008
16485,1.3417137193927395
57419,1.3417137487687136
48591,1.3417242313018654
4648,1.3417253011338406
26168,1.341727780976032
34753,1.3417295718427469
42317,1.3417340127620163
46016,1.3417357057495887
57001,1.3417611487615295
1395,1.3417634518132833
14192,1.3417678165269158
16882,1.3417749300987114
64334,1.3417859570660697
55932,1.3417918643915676
64921,1.3417956196427576
46926,1.3418012669168684
24162,1.3418109309214075
59001,1.3418298729024836
5640,1.3418301662160104
52780,1.3418310804049323
52781,1.3418359393056634
64920,1.3418482111609145
64465,1.3418498650964674
25471,1.3418513247688748
41888,1.3418604621106192
21483,1.3418685030602495
23667,1.3418687451911422
16833,1.3418718166979902
62461,1.3418813261642362
39608,1.3418815816785066
59941,1.3418826536719242
69668,1.3418989090680569
47167,1.3419130288739975
33200,1.3419135011725694
34911,1.3419197544468338
71321,1.3419225057312967
10745,1.3419316030372628
38437,1.3419356943230738
58176,1.3419372676250605
48444,1.3419460627300897
30869,1.341956571281103
51982,1.3419613622340043
51983,1.3419642536092187
9094,1.3419721461431842
5641,1.3419730572272455
58177,1.3419788251100266
26222,1.3419828766466186
15854,1.3419915509999671
26431,1.341992330379023
10924,1.3420042736146716
31053,1.3420073117854951
57581,1.342015210061155
10296,1.342017608682948
40513,1.3420203296435218
34910,1.3420214639786234
47381,1.34203175170916
26574,1.3420356282556976
456,1.342039720648036
47166,1.3420444177626973
63707,1.3420454873354222
47380,1.3420500210258197
59000,1.3420507710901954
17393,1.3420564532268486
68921,1.3420637702780067
41889,1.3420731354809268
37716,1.34207550103501
49954,1.3420788947900582
16800,1.34208197733474
52548,1.3420917834206276
19101,1.3420991526354857
10794,1.3421008677724595
34033,1.3421259366451126
37717,1.3421305622862525
54338,1.342141059809927
44293,1.3421419627325202
30097,1.3421598222918814
11618,1.3421673547417747
70226,1.3421686402582287
26575,1.3421906807000172
19583,1.3422005207567451
65372,1.3422015967354026
38359,1.3422029483828493
64814,1.342209656574728
64815,1.3422110102096114
58532,1.34221137500496
30599,1.3422131246161215
41150,1.3422221021935463
51246,1.342222939157065
55472,1.3422246144082997
70227,1.3422246472646484
63011,1.342231873903706
26223,1.3422376951185704
28337,1.3422422835220842
62690,1.3422537396369443
20423,1.3422564743170555
53698,1.3422589663408944
58533,1.3422596028593974
57418,1.3422754392601028
62691,1.342280505715374
31052,1.3422846132103166
21396,1.3422886359233532
44327,1.342295663955591
40512,1.3422964519181064
3274,1.342313372671909
49955,1.3423145448188563
63989,1.3423206504578864
71320,1.3423357941619105
16484,1.3423374316864949
34686,1.3423381850609826
36756,1.3423474917604985
55473,1.3423544300885475
25802,1.3423741773191842
4656,1.342378996512631
18618,1.3423878564139937
26169,1.3423911267782769
30096,1.3424035209894685
16801,1.3424035887595882
11671,1.3424211532051136
17671,1.3424255496640805
46927,1.3424310871428102
21482,1.3424410545876362
52549,1.3424423163168566
13899,1.342447510011321
4127,1.3424482934979927
60703,1.3424500607394485
31973,1.342453881105895
23082,1.342455488971723
51205,1.3424638081814153
60133,1.3424662030062369
41360,1.34246689112594
60132,1.3424708863805594
64464,1.3424716305577629
66901,1.3424728607175616
16357,1.342474413115762
42874,1.3424773146475069
62312,1.3424795759738744
58101,1.3424860373723715
23981,1.3424936167557298
66563,1.3425038137497165
31972,1.342505192034029
44939,1.3425056407521436
38191,1.3425145141139463
5459,1.3425201322450293
65383,1.3425463631879504
11375,1.3425467852542674
48260,1.3425536860979976
61434,1.3425761723302434
10014,1.3425769554240556
7527,1.342591033336967
66960,1.3426162608234182
66562,1.3426205850924195
38502,1.3426241184988057
33040,1.3426250878937425
60702,1.3426290871412014
33041,1.3426426784410281
62313,1.3426488531565264
69930,1.3426527215025537
54976,1.3426589580051786
13898,1.342665330119206
18868,1.342668000640697
4126,1.3426725867310316
10015,1.342676585141093
11284,1.3426897522169259
19100,1.3426926573670777
4657,1.342694094986783
48047,1.3426965431810947
6079,1.3426979987326435
34752,1.342698495434112
50228,1.3427007821480519
63988,1.3427036919245385
11202,1.342703693292432
33216,1.3427039546817143
63549,1.3427080269218157
44292,1.3427194249150871
57447,1.3427235159223305
40829,1.342735503089331
56830,1.3427421950403122
57446,1.3427465446248013
6078,1.3427533956160629
58100,1.3427588289493608
65629,1.3427704914098684
60534,1.3427864052171785
66961,1.3427890906569575
32012,1.3427937007016346
49155,1.3427976568770217
19582,1.3428025442999918
61435,1.342808604815784
49407,1.3428246293252946
25803,1.342845534321152
47523,1.3428486158040294
460,1.342850955509861
56828,1.342854560004944
11619,1.3428607667659855
23083,1.3428705734028858
62742,1.3428828949652873
27154,1.3428850374414663
10297,1.3428879204019653
11670,1.3428959548016395
7526,1.3429145930265247
38634,1.3429177809376047
64068,1.3429293994835954
38627,1.342936358117605
13356,1.342937528590198
9769,1.3429463837841276
19743,1.3429482368137857
3275,1.342960563128258
38503,1.342963183649163
63706,1.3429680383682265
17913,1.3429703049803807
28286,1.3429876917733596
53699,1.342990171515203
52944,1.343013964917361
18869,1.3430179275616148
16356,1.343030706957436
64462,1.3430335020729691
60738,1.3430449249250078
29263,1.343049626791797
62743,1.3430517451900097
18902,1.343058145904546
5914,1.3430622147893334
63548,1.3430650747583017
36682,1.3430654302990028
20186,1.3430715314964157
13024,1.3430787464618639
52945,1.3430801355922375
13357,1.3430872722950467
56297,1.343095828834707
47522,1.3430978844263388
30546,1.3430997036902983
54394,1.343106794349492
48883,1.343110564220607
65848,1.343112650222222
64642,1.3431170856809442
41361,1.3431265075386496
15855,1.3431362995580132
67217,1.3431373389541807
461,1.3431377816702201
6989,1.3431634964061523
38635,1.3431635264634019
30547,1.3431764522873635
64610,1.3431815412450212
64643,1.3431887449648832
23307,1.343199284238813
71151,1.343199450041343
50787,1.3432020801979045
5534,1.3432109302920432
6372,1.343228878357192
48882,1.3432331185049535
23346,1.343240056723766
53445,1.3432443731306047
9334,1.3432499527027122
5458,1.3432511123772972
52922,1.3432513469624499
38276,1.343251451678572
29668,1.343251665385783
52614,1.3432545702977383
41005,1.343266649642353
49406,1.3432684004553446
16350,1.34327315668696
50786,1.3432768455890824
11374,1.3432822199545715
12973,1.3432972988003626
36683,1.3433001226930346
33731,1.3433064385204967
66607,1.3433068981658631
36711,1.3433073113318328
63010,1.3433076488274258
56296,1.3433092741391917
15487,1.3433135313721634
56829,1.3433136276247093
30598,1.3433137632653056
32013,1.3433268921077364
51087,1.34332749352632
38628,1.3433277452873322
16234,1.343331291019617
35760,1.3433443479310734
6373,1.3433478936662413
20852,1.3433629535802396
48261,1.343363823159104
10847,1.3433641777985628
34503,1.3433670713712977
27155,1.343369126083241
69979,1.3433718527342153
19742,1.343380418913538
29669,1.3433826773203832
15486,1.3433939752674744
4010,1.3433973603839042
16235,1.3434016251396637
44412,1.3434086173664215
5915,1.3434132898686186
69978,1.3434185400079441
22832,1.343423127474721
67216,1.3434233606250519
56831,1.3434350885456896
36710,1.3434379413928021
4040,1.3434414031167152
60739,1.3434517154360421
22209,1.3434546390926252
25104,1.3434581495033473
64611,1.3434718745642722
34717,1.3434776756430686
36246,1.343484703753399
57641,1.3435010101901148
51479,1.343501725723549
44337,1.34351513369682
58931,1.3435157082304565
1843,1.3435188913354246
65746,1.3435214690064046
44761,1.3435394023866973
48128,1.3435470264782905
39580,1.343549272665247
9335,1.3435573562023506
13025,1.3435701214139828
37293,1.3435756356443396
26270,1.343576419022479
2516,1.343584125542998
44336,1.343586384263145
36247,1.3435895316154884
44413,1.3435900621399848
23347,1.343598737597155
26271,1.3436060896859205
19263,1.3436102933260354
66606,1.3436119984657167
9275,1.3436254211136565
53374,1.3436255493531093
28287,1.3436346148370089
63258,1.3436516579057145
19262,1.3436533852134371
4041,1.343664853148719
44103,1.343688332524641
63966,1.3436915470653485
28556,1.3437016839175493
23374,1.3437144182072283
65165,1.343722206961363
3559,1.3437228090671114
29262,1.3437274021667547
44144,1.343735405288145
72311,1.3437354450221273
17912,1.34374264724418
19791,1.3437448358685344
23370,1.3437516434620778
18164,1.3437516497609094
27852,1.3437519702943816
20853,1.3437597564870054
9053,1.3437613933763384
25105,1.343769080270781
9274,1.343770889720002
32190,1.343786154414764
52331,1.3437866417767363
35070,1.343789500756544
48992,1.343789826626995
53850,1.3437900486305487
44145,1.3437923678791595
64069,1.3437939475079281
48129,1.34379928953287
28557,1.3438007122736018
28218,1.3438042619685746
65821,1.3438168975549867
29240,1.3438270149479552
18168,1.3438354524548433
43913,1.3438396379267732
54395,1.343840963618204
34502,1.3438456460440849
26617,1.343859444774519
49956,1.3438645436397538
53375,1.3438713399518638
22208,1.343873127649657
39581,1.3438752884080893
46001,1.343880490290215
4011,1.3438886445773002
57640,1.3438907003189973
65820,1.3438950083455727
26616,1.3439295838329057
65849,1.343934922242325
58930,1.3439367768007162
12762,1.343958084268323
70643,1.3439733763690582
11285,1.343976748692547
19105,1.3439809751782357
49154,1.3439937448901143
37292,1.344021279123677
48993,1.3440358887646742
58902,1.344037714356073
38626,1.3440385276258022
72310,1.3440404123249918
63967,1.3440415618886674
10263,1.3440483675400197
46571,1.3440558513533827
46561,1.3440571117576225
10017,1.3440602608289696
19168,1.3440753083020058
67129,1.3440800536616928
15008,1.3440824209832436
48046,1.344105445960534
10016,1.3441264212354016
70642,1.3441264474956112
67795,1.3441267862385975
38660,1.3441330410850594
49957,1.34413446239289
51789,1.3441388578716567
50194,1.344169766921608
46524,1.3441705206464278
22296,1.344179283017601
3332,1.3441799792547626
50195,1.3441814744683545
35059,1.3441952965047996
44760,1.3441962901256699
19752,1.3442031393552023
17127,1.3442031716011955
15009,1.3442100819014153
23371,1.3442190541486245
65176,1.34422651660465
18165,1.3442299534907536
37469,1.3442526458446358
3035,1.3442558257943256
1280,1.3442559329959445
41004,1.344258866723036
31975,1.3442604060220598
46521,1.344262916791128
60748,1.3442725563590485
52118,1.3442771231180526
11403,1.3442791839745623
3795,1.3442863387607051
772,1.344296674052186
51788,1.3443047495830878
30876,1.3443087892927263
22833,1.34430989041836
58903,1.3443126692859935
35058,1.3443141740524773
63033,1.3443169198672154
31911,1.344321046501163
21131,1.3443342454706353
18169,1.3443361690760094
52910,1.344336412559947
51086,1.3443457975519892
72956,1.3443526355846005
60749,1.344356848871671
46520,1.3443783925079917
8172,1.3443860164567099
38384,1.3443946890635303
21130,1.3443972373443704
38385,1.3443973597725076
38277,1.3444032285944196
67794,1.34441677736319
16351,1.3444200773503547
42474,1.3444325023170234
64600,1.3444425690141348
3558,1.3444447240386626
57423,1.3444491253709963
19169,1.3444606548967462
66684,1.3444657264357176
35772,1.3444700591470677
40831,1.3444740181650434
37466,1.3444766098106815
70053,1.344486969502006
19104,1.344511863113876
51468,1.3445168059722488
34844,1.3445231745224533
41750,1.3445393899598483
37897,1.3445479869597252
57422,1.3445588491814338
2262,1.3445705612665617
3134,1.3445713203491605
37896,1.3445761924701187
3787,1.3445775169164067
31556,1.3445841375646108
70457,1.3445982883734142
51469,1.3446031919345607
43912,1.3446078269409583
53851,1.3446126643837537
60798,1.344618281719212
10262,1.3446260566705464
27019,1.3446339919149937
31557,1.3446374336394797
39739,1.3446380756961895
8173,1.3446462096062117
52119,1.3446525840959325
31995,1.3446560377963788
30628,1.344657672020429
57745,1.344664692192933
16010,1.3446702989769486
46142,1.3446716086937007
72957,1.3446852879420643
3794,1.3446889022513857
59321,1.344689200753421
30253,1.3446918621476327
61428,1.3446923073595407
66685,1.3447118684005541
48376,1.3447203964185683
45865,1.3447226098153617
4045,1.3447251649949798
42833,1.3447295278797484
34845,1.344739564673599
2673,1.3447725115804896
27018,1.344774302477643
67766,1.3447767430139654
2672,1.3447858508923582
39095,1.3447883540124295
22297,1.3448029506452381
72788,1.3448127048088436
29922,1.344826574291659
64311,1.3448318050827155
39333,1.344834526699633
11640,1.3448546323890287
16011,1.3448556882985787
13026,1.3448570108117588
10392,1.3448589473326014
69982,1.3448602428541443
51478,1.344867595597932
4044,1.3448817467448018
32842,1.3448823105019208
56539,1.3449008062892371
44102,1.344909170702356
40830,1.344934593527328
2585,1.3449515284578297
662,1.3449627138496019
25336,1.3449664947753392
50925,1.3449772914266773
56827,1.3450066232089222
41751,1.345008564606473
65070,1.3450114693049922
48377,1.3450209377054898
63819,1.3450240653595262
48114,1.3450290903321438
63032,1.3450326594996878
57369,1.3450332541019527
56059,1.3450332541019527
69983,1.3450343247687646
37467,1.3450377444944912
47526,1.3450419369247575
71313,1.3450438180486088
41661,1.345067200254202
15747,1.3450692894571528
47386,1.345085611313079
56826,1.3450976144464486
56538,1.345105083196359
3783,1.3451058552814308
56058,1.3451115271690426
63627,1.345121102134435
68806,1.3451271093958532
36686,1.3451303745144225
663,1.3451350156606412
17973,1.3451471969654645
17972,1.3451534307464685
27853,1.3451551574855451
11402,1.3451582585087707
773,1.3451583883328257
3782,1.3451861822250706
65490,1.345215025527213
21980,1.3452157500706587
35773,1.3452173540519021
48168,1.345219343391721
7362,1.3452231619110444
3786,1.3452268382669046
1616,1.3452398176384488
42832,1.345244355058803
63688,1.3452466350798673
13768,1.3452483364405505
30629,1.3452582833389415
39332,1.3452669652188423
7944,1.3452786260076763
9640,1.3452821098370775
23551,1.3452876444719017
36687,1.345298704740595
5924,1.345298854189195
63689,1.3453033613833225
72789,1.3453142465461465
66934,1.3453203318202445
58341,1.3453313391220105
56558,1.345339701928489
51200,1.3453455351822874
35673,1.3453456670791213
38740,1.3453482845006213
68432,1.3453669864989621
65071,1.3453761912479814
33044,1.3453882965232529
2263,1.345391143589511
56559,1.3453911931199012
64601,1.3453917968013556
64598,1.345397957755334
39611,1.3454003260612541
47387,1.345404114955871
46560,1.3454072153762804
64310,1.345422035650256
9641,1.345435181955079
65806,1.3454369411777638
13027,1.345454025398067
13769,1.3454567153547712
43782,1.3454584842577082
67211,1.345459893771441
23480,1.345476734083214
37853,1.3454774629577142
19753,1.34547937223779
71312,1.3454973189617065
25337,1.3455009913825522
985,1.345522151955988
33329,1.3455315381608752
39233,1.3455320993010802
35672,1.3455401612236948
71323,1.3455446381979514
23550,1.3455567612795354
26641,1.3455709323022578
39094,1.345581120940788
9846,1.3455829480489077
1617,1.3455857617111375
11689,1.3455963530949717
49875,1.3456107251681673
50924,1.3456125965374324
59320,1.345623515252069
68142,1.3456382188242964
6022,1.3456537423986155
44598,1.345693019518569
71110,1.3457033662264495
60810,1.34570997502514
36566,1.3457200587569447
5901,1.3457265806097143
63818,1.345731077350425
28383,1.345734948535394
11289,1.3457389554447508
70612,1.3457440595124233
38661,1.3457558753640029
65069,1.3457597904773944
55572,1.3457634707596322
35896,1.345782706440358
31902,1.3457902542128368
22131,1.345795604860858
29923,1.345796223388328
36942,1.3457991464291086
1652,1.3458054300020963
48738,1.3458060923039394
48739,1.3458085589438384
64599,1.3458201882641505
2584,1.3458231372454754
4230,1.3458282773324848
11688,1.345838414151319
68807,1.345846087425063
51201,1.3458656765342996
